<TICKER>,<PER>,<DATE>,<TIME>,<VOL>
SiH0 [SPBFUT],10,20191031,111000,16489.000000
SiH0 [SPBFUT],10,20191031,112000,40582.000000
SiH0 [SPBFUT],10,20191031,113000,25116.000000
SiH0 [SPBFUT],10,20191031,114000,9792.000000
SiH0 [SPBFUT],10,20191031,115000,21127.000000
SiH0 [SPBFUT],10,20191031,120000,81008.000000
SiH0 [SPBFUT],10,20191031,121000,64667.000000
SiH0 [SPBFUT],10,20191031,122000,23579.000000
SiH0 [SPBFUT],10,20191031,123000,26708.000000
SiH0 [SPBFUT],10,20191031,124000,56444.000000
SiH0 [SPBFUT],10,20191031,125000,32366.000000
SiH0 [SPBFUT],10,20191031,130000,91824.000000
SiH0 [SPBFUT],10,20191031,131000,24892.000000
SiH0 [SPBFUT],10,20191031,132000,18604.000000
SiH0 [SPBFUT],10,20191031,133000,14568.000000
SiH0 [SPBFUT],10,20191031,134000,4544.000000
SiH0 [SPBFUT],10,20191031,135000,16199.000000
SiH0 [SPBFUT],10,20191031,140000,7772.000000
SiH0 [SPBFUT],10,20191031,141000,11736.000000
SiH0 [SPBFUT],10,20191031,142000,19431.000000
SiH0 [SPBFUT],10,20191031,143000,9775.000000
SiH0 [SPBFUT],10,20191031,144000,11428.000000
SiH0 [SPBFUT],10,20191031,145000,33534.000000
SiH0 [SPBFUT],10,20191031,150000,35492.000000
SiH0 [SPBFUT],10,20191031,151000,14165.000000
SiH0 [SPBFUT],10,20191031,152000,11519.000000
SiH0 [SPBFUT],10,20191031,153000,14854.000000
SiH0 [SPBFUT],10,20191031,154000,13055.000000
SiH0 [SPBFUT],10,20191031,155000,18380.000000
SiH0 [SPBFUT],10,20191031,160000,23238.000000
SiH0 [SPBFUT],10,20191031,161000,11227.000000
SiH0 [SPBFUT],10,20191031,162000,29007.000000
SiH0 [SPBFUT],10,20191031,163000,20883.000000
SiH0 [SPBFUT],10,20191031,164000,26357.000000
SiH0 [SPBFUT],10,20191031,165000,17378.000000
SiH0 [SPBFUT],10,20191031,170000,27803.000000
SiH0 [SPBFUT],10,20191031,171000,17647.000000
SiH0 [SPBFUT],10,20191031,172000,29682.000000
SiH0 [SPBFUT],10,20191031,173000,42331.000000
SiH0 [SPBFUT],10,20191031,174000,21812.000000
SiH0 [SPBFUT],10,20191031,175000,13136.000000
SiH0 [SPBFUT],10,20191031,180000,32938.000000
SiH0 [SPBFUT],10,20191031,181000,11119.000000
SiH0 [SPBFUT],10,20191031,182000,17347.000000
SiH0 [SPBFUT],10,20191031,183000,19380.000000
SiH0 [SPBFUT],10,20191031,184000,14619.000000
SiH0 [SPBFUT],10,20191031,190000,9159.000000
SiH0 [SPBFUT],10,20191031,191000,8492.000000
SiH0 [SPBFUT],10,20191031,192000,7431.000000
SiH0 [SPBFUT],10,20191031,193000,8845.000000
SiH0 [SPBFUT],10,20191031,194000,5454.000000
SiH0 [SPBFUT],10,20191031,195000,20066.000000
SiH0 [SPBFUT],10,20191031,200000,11945.000000
SiH0 [SPBFUT],10,20191031,201000,4518.000000
SiH0 [SPBFUT],10,20191031,202000,4597.000000
SiH0 [SPBFUT],10,20191031,203000,3044.000000
SiH0 [SPBFUT],10,20191031,204000,2154.000000
SiH0 [SPBFUT],10,20191031,205000,3505.000000
SiH0 [SPBFUT],10,20191031,210000,3744.000000
SiH0 [SPBFUT],10,20191031,211000,2806.000000
SiH0 [SPBFUT],10,20191031,212000,4955.000000
SiH0 [SPBFUT],10,20191031,213000,4021.000000
SiH0 [SPBFUT],10,20191031,214000,46809.000000
SiH0 [SPBFUT],10,20191031,215000,15736.000000
SiH0 [SPBFUT],10,20191031,220000,11526.000000
SiH0 [SPBFUT],10,20191031,221000,2632.000000
SiH0 [SPBFUT],10,20191031,222000,5819.000000
SiH0 [SPBFUT],10,20191031,223000,3658.000000
SiH0 [SPBFUT],10,20191031,224000,4039.000000
SiH0 [SPBFUT],10,20191031,225000,8511.000000
SiH0 [SPBFUT],10,20191031,230000,4404.000000
SiH0 [SPBFUT],10,20191031,231000,4724.000000
SiH0 [SPBFUT],10,20191031,232000,1893.000000
SiH0 [SPBFUT],10,20191031,233000,3745.000000
SiH0 [SPBFUT],10,20191031,234000,6164.000000
SiH0 [SPBFUT],10,20191101,100000,63320.000000
SiH0 [SPBFUT],10,20191101,101000,46323.000000
SiH0 [SPBFUT],10,20191101,102000,27969.000000
SiH0 [SPBFUT],10,20191101,103000,18651.000000
SiH0 [SPBFUT],10,20191101,104000,12361.000000
SiH0 [SPBFUT],10,20191101,105000,19895.000000
SiH0 [SPBFUT],10,20191101,110000,43542.000000
SiH0 [SPBFUT],10,20191101,111000,42813.000000
SiH0 [SPBFUT],10,20191101,112000,30512.000000
SiH0 [SPBFUT],10,20191101,113000,22708.000000
SiH0 [SPBFUT],10,20191101,114000,19821.000000
SiH0 [SPBFUT],10,20191101,115000,21497.000000
SiH0 [SPBFUT],10,20191101,120000,33156.000000
SiH0 [SPBFUT],10,20191101,121000,17340.000000
SiH0 [SPBFUT],10,20191101,122000,30127.000000
SiH0 [SPBFUT],10,20191101,123000,18209.000000
SiH0 [SPBFUT],10,20191101,124000,19623.000000
SiH0 [SPBFUT],10,20191101,125000,23167.000000
SiH0 [SPBFUT],10,20191101,130000,22647.000000
SiH0 [SPBFUT],10,20191101,131000,11887.000000
SiH0 [SPBFUT],10,20191101,132000,6357.000000
SiH0 [SPBFUT],10,20191101,133000,10249.000000
SiH0 [SPBFUT],10,20191101,134000,13660.000000
SiH0 [SPBFUT],10,20191101,135000,10900.000000
SiH0 [SPBFUT],10,20191101,140000,7209.000000
SiH0 [SPBFUT],10,20191101,141000,24171.000000
SiH0 [SPBFUT],10,20191101,142000,15095.000000
SiH0 [SPBFUT],10,20191101,143000,31916.000000
SiH0 [SPBFUT],10,20191101,144000,40266.000000
SiH0 [SPBFUT],10,20191101,145000,24078.000000
SiH0 [SPBFUT],10,20191101,150000,51545.000000
SiH0 [SPBFUT],10,20191101,151000,26815.000000
SiH0 [SPBFUT],10,20191101,152000,19567.000000
SiH0 [SPBFUT],10,20191101,153000,112858.000000
SiH0 [SPBFUT],10,20191101,154000,69597.000000
SiH0 [SPBFUT],10,20191101,155000,115622.000000
SiH0 [SPBFUT],10,20191101,160000,46216.000000
SiH0 [SPBFUT],10,20191101,161000,16126.000000
SiH0 [SPBFUT],10,20191101,162000,34071.000000
SiH0 [SPBFUT],10,20191101,163000,21269.000000
SiH0 [SPBFUT],10,20191101,164000,23462.000000
SiH0 [SPBFUT],10,20191101,165000,18982.000000
SiH0 [SPBFUT],10,20191101,170000,100853.000000
SiH0 [SPBFUT],10,20191101,171000,99655.000000
SiH0 [SPBFUT],10,20191101,172000,34367.000000
SiH0 [SPBFUT],10,20191101,173000,55997.000000
SiH0 [SPBFUT],10,20191101,174000,34598.000000
SiH0 [SPBFUT],10,20191101,175000,16838.000000
SiH0 [SPBFUT],10,20191101,180000,64321.000000
SiH0 [SPBFUT],10,20191101,181000,38876.000000
SiH0 [SPBFUT],10,20191101,182000,25623.000000
SiH0 [SPBFUT],10,20191101,183000,26191.000000
SiH0 [SPBFUT],10,20191101,184000,13705.000000
SiH0 [SPBFUT],10,20191101,190000,21388.000000
SiH0 [SPBFUT],10,20191101,191000,12903.000000
SiH0 [SPBFUT],10,20191101,192000,8805.000000
SiH0 [SPBFUT],10,20191101,193000,9168.000000
SiH0 [SPBFUT],10,20191101,194000,16109.000000
SiH0 [SPBFUT],10,20191101,195000,6725.000000
SiH0 [SPBFUT],10,20191101,200000,13945.000000
SiH0 [SPBFUT],10,20191101,201000,15950.000000
SiH0 [SPBFUT],10,20191101,202000,10290.000000
SiH0 [SPBFUT],10,20191101,203000,6934.000000
SiH0 [SPBFUT],10,20191101,204000,4616.000000
SiH0 [SPBFUT],10,20191101,205000,4390.000000
SiH0 [SPBFUT],10,20191101,210000,10816.000000
SiH0 [SPBFUT],10,20191101,211000,8346.000000
SiH0 [SPBFUT],10,20191101,212000,9244.000000
SiH0 [SPBFUT],10,20191101,213000,6108.000000
SiH0 [SPBFUT],10,20191101,214000,1884.000000
SiH0 [SPBFUT],10,20191101,215000,2343.000000
SiH0 [SPBFUT],10,20191101,220000,2165.000000
SiH0 [SPBFUT],10,20191101,221000,5990.000000
SiH0 [SPBFUT],10,20191101,222000,3705.000000
SiH0 [SPBFUT],10,20191101,223000,6484.000000
SiH0 [SPBFUT],10,20191101,224000,4018.000000
SiH0 [SPBFUT],10,20191101,225000,8581.000000
SiH0 [SPBFUT],10,20191101,230000,24793.000000
SiH0 [SPBFUT],10,20191101,231000,12795.000000
SiH0 [SPBFUT],10,20191101,232000,5002.000000
SiH0 [SPBFUT],10,20191101,233000,5184.000000
SiH0 [SPBFUT],10,20191101,234000,6817.000000
SiH0 [SPBFUT],10,20191105,100000,96749.000000
SiH0 [SPBFUT],10,20191105,101000,41865.000000
SiH0 [SPBFUT],10,20191105,102000,38262.000000
SiH0 [SPBFUT],10,20191105,103000,16572.000000
SiH0 [SPBFUT],10,20191105,104000,21972.000000
SiH0 [SPBFUT],10,20191105,105000,24375.000000
SiH0 [SPBFUT],10,20191105,110000,119239.000000
SiH0 [SPBFUT],10,20191105,111000,28924.000000
SiH0 [SPBFUT],10,20191105,112000,25148.000000
SiH0 [SPBFUT],10,20191105,113000,18616.000000
SiH0 [SPBFUT],10,20191105,114000,8268.000000
SiH0 [SPBFUT],10,20191105,115000,22329.000000
SiH0 [SPBFUT],10,20191105,120000,19816.000000
SiH0 [SPBFUT],10,20191105,121000,11196.000000
SiH0 [SPBFUT],10,20191105,122000,16994.000000
SiH0 [SPBFUT],10,20191105,123000,19248.000000
SiH0 [SPBFUT],10,20191105,124000,10974.000000
SiH0 [SPBFUT],10,20191105,125000,26132.000000
SiH0 [SPBFUT],10,20191105,130000,21346.000000
SiH0 [SPBFUT],10,20191105,131000,14490.000000
SiH0 [SPBFUT],10,20191105,132000,14204.000000
SiH0 [SPBFUT],10,20191105,133000,8677.000000
SiH0 [SPBFUT],10,20191105,134000,13302.000000
SiH0 [SPBFUT],10,20191105,135000,47040.000000
SiH0 [SPBFUT],10,20191105,140000,15127.000000
SiH0 [SPBFUT],10,20191105,141000,9362.000000
SiH0 [SPBFUT],10,20191105,142000,10160.000000
SiH0 [SPBFUT],10,20191105,143000,12613.000000
SiH0 [SPBFUT],10,20191105,144000,8678.000000
SiH0 [SPBFUT],10,20191105,145000,12060.000000
SiH0 [SPBFUT],10,20191105,150000,5507.000000
SiH0 [SPBFUT],10,20191105,151000,6524.000000
SiH0 [SPBFUT],10,20191105,152000,4636.000000
SiH0 [SPBFUT],10,20191105,153000,10242.000000
SiH0 [SPBFUT],10,20191105,154000,32711.000000
SiH0 [SPBFUT],10,20191105,155000,22015.000000
SiH0 [SPBFUT],10,20191105,160000,16943.000000
SiH0 [SPBFUT],10,20191105,161000,5477.000000
SiH0 [SPBFUT],10,20191105,162000,23434.000000
SiH0 [SPBFUT],10,20191105,163000,13548.000000
SiH0 [SPBFUT],10,20191105,164000,12534.000000
SiH0 [SPBFUT],10,20191105,165000,14620.000000
SiH0 [SPBFUT],10,20191105,170000,17319.000000
SiH0 [SPBFUT],10,20191105,171000,17831.000000
SiH0 [SPBFUT],10,20191105,172000,12837.000000
SiH0 [SPBFUT],10,20191105,173000,24880.000000
SiH0 [SPBFUT],10,20191105,174000,34239.000000
SiH0 [SPBFUT],10,20191105,175000,15053.000000
SiH0 [SPBFUT],10,20191105,180000,79881.000000
SiH0 [SPBFUT],10,20191105,181000,75579.000000
SiH0 [SPBFUT],10,20191105,182000,51230.000000
SiH0 [SPBFUT],10,20191105,183000,46452.000000
SiH0 [SPBFUT],10,20191105,184000,20926.000000
SiH0 [SPBFUT],10,20191105,190000,27283.000000
SiH0 [SPBFUT],10,20191105,191000,12930.000000
SiH0 [SPBFUT],10,20191105,192000,9914.000000
SiH0 [SPBFUT],10,20191105,193000,14953.000000
SiH0 [SPBFUT],10,20191105,194000,8465.000000
SiH0 [SPBFUT],10,20191105,195000,6955.000000
SiH0 [SPBFUT],10,20191105,200000,8277.000000
SiH0 [SPBFUT],10,20191105,201000,3085.000000
SiH0 [SPBFUT],10,20191105,202000,5105.000000
SiH0 [SPBFUT],10,20191105,203000,2733.000000
SiH0 [SPBFUT],10,20191105,204000,2098.000000
SiH0 [SPBFUT],10,20191105,205000,3041.000000
SiH0 [SPBFUT],10,20191105,210000,12168.000000
SiH0 [SPBFUT],10,20191105,211000,6228.000000
SiH0 [SPBFUT],10,20191105,212000,2322.000000
SiH0 [SPBFUT],10,20191105,213000,6664.000000
SiH0 [SPBFUT],10,20191105,214000,2379.000000
SiH0 [SPBFUT],10,20191105,215000,4537.000000
SiH0 [SPBFUT],10,20191105,220000,8392.000000
SiH0 [SPBFUT],10,20191105,221000,5597.000000
SiH0 [SPBFUT],10,20191105,222000,3429.000000
SiH0 [SPBFUT],10,20191105,223000,3399.000000
SiH0 [SPBFUT],10,20191105,224000,4040.000000
SiH0 [SPBFUT],10,20191105,225000,5439.000000
SiH0 [SPBFUT],10,20191105,230000,3055.000000
SiH0 [SPBFUT],10,20191105,231000,3887.000000
SiH0 [SPBFUT],10,20191105,232000,6410.000000
SiH0 [SPBFUT],10,20191105,233000,2685.000000
SiH0 [SPBFUT],10,20191105,234000,5437.000000
SiH0 [SPBFUT],10,20191106,100000,65879.000000
SiH0 [SPBFUT],10,20191106,101000,43484.000000
SiH0 [SPBFUT],10,20191106,102000,25955.000000
SiH0 [SPBFUT],10,20191106,103000,18629.000000
SiH0 [SPBFUT],10,20191106,104000,10157.000000
SiH0 [SPBFUT],10,20191106,105000,18590.000000
SiH0 [SPBFUT],10,20191106,110000,25131.000000
SiH0 [SPBFUT],10,20191106,111000,21822.000000
SiH0 [SPBFUT],10,20191106,112000,19587.000000
SiH0 [SPBFUT],10,20191106,113000,21377.000000
SiH0 [SPBFUT],10,20191106,114000,15835.000000
SiH0 [SPBFUT],10,20191106,115000,16984.000000
SiH0 [SPBFUT],10,20191106,120000,61453.000000
SiH0 [SPBFUT],10,20191106,121000,44375.000000
SiH0 [SPBFUT],10,20191106,122000,22039.000000
SiH0 [SPBFUT],10,20191106,123000,16474.000000
SiH0 [SPBFUT],10,20191106,124000,12566.000000
SiH0 [SPBFUT],10,20191106,125000,30407.000000
SiH0 [SPBFUT],10,20191106,130000,31205.000000
SiH0 [SPBFUT],10,20191106,131000,14450.000000
SiH0 [SPBFUT],10,20191106,132000,29153.000000
SiH0 [SPBFUT],10,20191106,133000,16739.000000
SiH0 [SPBFUT],10,20191106,134000,9779.000000
SiH0 [SPBFUT],10,20191106,135000,14084.000000
SiH0 [SPBFUT],10,20191106,140000,11129.000000
SiH0 [SPBFUT],10,20191106,141000,14351.000000
SiH0 [SPBFUT],10,20191106,142000,10211.000000
SiH0 [SPBFUT],10,20191106,143000,10375.000000
SiH0 [SPBFUT],10,20191106,144000,11789.000000
SiH0 [SPBFUT],10,20191106,145000,15067.000000
SiH0 [SPBFUT],10,20191106,150000,8741.000000
SiH0 [SPBFUT],10,20191106,151000,8009.000000
SiH0 [SPBFUT],10,20191106,152000,11648.000000
SiH0 [SPBFUT],10,20191106,153000,11191.000000
SiH0 [SPBFUT],10,20191106,154000,10767.000000
SiH0 [SPBFUT],10,20191106,155000,12709.000000
SiH0 [SPBFUT],10,20191106,160000,17650.000000
SiH0 [SPBFUT],10,20191106,161000,9759.000000
SiH0 [SPBFUT],10,20191106,162000,13068.000000
SiH0 [SPBFUT],10,20191106,163000,15679.000000
SiH0 [SPBFUT],10,20191106,164000,35571.000000
SiH0 [SPBFUT],10,20191106,165000,20203.000000
SiH0 [SPBFUT],10,20191106,170000,21324.000000
SiH0 [SPBFUT],10,20191106,171000,17726.000000
SiH0 [SPBFUT],10,20191106,172000,40360.000000
SiH0 [SPBFUT],10,20191106,173000,53693.000000
SiH0 [SPBFUT],10,20191106,174000,14751.000000
SiH0 [SPBFUT],10,20191106,175000,22909.000000
SiH0 [SPBFUT],10,20191106,180000,27540.000000
SiH0 [SPBFUT],10,20191106,181000,25386.000000
SiH0 [SPBFUT],10,20191106,182000,15088.000000
SiH0 [SPBFUT],10,20191106,183000,56403.000000
SiH0 [SPBFUT],10,20191106,184000,29663.000000
SiH0 [SPBFUT],10,20191106,190000,17862.000000
SiH0 [SPBFUT],10,20191106,191000,9403.000000
SiH0 [SPBFUT],10,20191106,192000,16777.000000
SiH0 [SPBFUT],10,20191106,193000,12711.000000
SiH0 [SPBFUT],10,20191106,194000,20442.000000
SiH0 [SPBFUT],10,20191106,195000,84621.000000
SiH0 [SPBFUT],10,20191106,200000,55922.000000
SiH0 [SPBFUT],10,20191106,201000,23570.000000
SiH0 [SPBFUT],10,20191106,202000,14677.000000
SiH0 [SPBFUT],10,20191106,203000,9382.000000
SiH0 [SPBFUT],10,20191106,204000,6225.000000
SiH0 [SPBFUT],10,20191106,205000,6360.000000
SiH0 [SPBFUT],10,20191106,210000,3958.000000
SiH0 [SPBFUT],10,20191106,211000,5480.000000
SiH0 [SPBFUT],10,20191106,212000,5144.000000
SiH0 [SPBFUT],10,20191106,213000,4615.000000
SiH0 [SPBFUT],10,20191106,214000,2078.000000
SiH0 [SPBFUT],10,20191106,215000,3608.000000
SiH0 [SPBFUT],10,20191106,220000,7583.000000
SiH0 [SPBFUT],10,20191106,221000,3292.000000
SiH0 [SPBFUT],10,20191106,222000,4510.000000
SiH0 [SPBFUT],10,20191106,223000,2153.000000
SiH0 [SPBFUT],10,20191106,224000,2264.000000
SiH0 [SPBFUT],10,20191106,225000,3191.000000
SiH0 [SPBFUT],10,20191106,230000,3355.000000
SiH0 [SPBFUT],10,20191106,231000,5321.000000
SiH0 [SPBFUT],10,20191106,232000,10932.000000
SiH0 [SPBFUT],10,20191106,233000,22879.000000
SiH0 [SPBFUT],10,20191106,234000,8032.000000
SiH0 [SPBFUT],10,20191107,100000,34199.000000
SiH0 [SPBFUT],10,20191107,101000,35753.000000
SiH0 [SPBFUT],10,20191107,102000,77848.000000
SiH0 [SPBFUT],10,20191107,103000,99029.000000
SiH0 [SPBFUT],10,20191107,104000,47776.000000
SiH0 [SPBFUT],10,20191107,105000,23491.000000
SiH0 [SPBFUT],10,20191107,110000,36924.000000
SiH0 [SPBFUT],10,20191107,111000,33522.000000
SiH0 [SPBFUT],10,20191107,112000,33910.000000
SiH0 [SPBFUT],10,20191107,113000,22902.000000
SiH0 [SPBFUT],10,20191107,114000,12033.000000
SiH0 [SPBFUT],10,20191107,115000,23775.000000
SiH0 [SPBFUT],10,20191107,120000,37357.000000
SiH0 [SPBFUT],10,20191107,121000,46832.000000
SiH0 [SPBFUT],10,20191107,122000,17869.000000
SiH0 [SPBFUT],10,20191107,123000,9756.000000
SiH0 [SPBFUT],10,20191107,124000,11727.000000
SiH0 [SPBFUT],10,20191107,125000,21028.000000
SiH0 [SPBFUT],10,20191107,130000,15903.000000
SiH0 [SPBFUT],10,20191107,131000,19295.000000
SiH0 [SPBFUT],10,20191107,132000,10422.000000
SiH0 [SPBFUT],10,20191107,133000,16135.000000
SiH0 [SPBFUT],10,20191107,134000,24156.000000
SiH0 [SPBFUT],10,20191107,135000,8458.000000
SiH0 [SPBFUT],10,20191107,140000,7373.000000
SiH0 [SPBFUT],10,20191107,141000,12464.000000
SiH0 [SPBFUT],10,20191107,142000,11597.000000
SiH0 [SPBFUT],10,20191107,143000,9330.000000
SiH0 [SPBFUT],10,20191107,144000,25204.000000
SiH0 [SPBFUT],10,20191107,145000,9600.000000
SiH0 [SPBFUT],10,20191107,150000,14447.000000
SiH0 [SPBFUT],10,20191107,151000,28631.000000
SiH0 [SPBFUT],10,20191107,152000,17592.000000
SiH0 [SPBFUT],10,20191107,153000,8681.000000
SiH0 [SPBFUT],10,20191107,154000,13811.000000
SiH0 [SPBFUT],10,20191107,155000,14357.000000
SiH0 [SPBFUT],10,20191107,160000,12206.000000
SiH0 [SPBFUT],10,20191107,161000,10608.000000
SiH0 [SPBFUT],10,20191107,162000,3816.000000
SiH0 [SPBFUT],10,20191107,163000,5342.000000
SiH0 [SPBFUT],10,20191107,164000,10089.000000
SiH0 [SPBFUT],10,20191107,165000,11224.000000
SiH0 [SPBFUT],10,20191107,170000,13652.000000
SiH0 [SPBFUT],10,20191107,171000,18134.000000
SiH0 [SPBFUT],10,20191107,172000,22805.000000
SiH0 [SPBFUT],10,20191107,173000,18217.000000
SiH0 [SPBFUT],10,20191107,174000,37810.000000
SiH0 [SPBFUT],10,20191107,175000,10720.000000
SiH0 [SPBFUT],10,20191107,180000,23129.000000
SiH0 [SPBFUT],10,20191107,181000,8446.000000
SiH0 [SPBFUT],10,20191107,182000,21109.000000
SiH0 [SPBFUT],10,20191107,183000,14364.000000
SiH0 [SPBFUT],10,20191107,184000,4292.000000
SiH0 [SPBFUT],10,20191107,190000,13290.000000
SiH0 [SPBFUT],10,20191107,191000,13385.000000
SiH0 [SPBFUT],10,20191107,192000,8638.000000
SiH0 [SPBFUT],10,20191107,193000,7115.000000
SiH0 [SPBFUT],10,20191107,194000,9570.000000
SiH0 [SPBFUT],10,20191107,195000,22463.000000
SiH0 [SPBFUT],10,20191107,200000,35427.000000
SiH0 [SPBFUT],10,20191107,201000,7957.000000
SiH0 [SPBFUT],10,20191107,202000,27736.000000
SiH0 [SPBFUT],10,20191107,203000,30259.000000
SiH0 [SPBFUT],10,20191107,204000,26743.000000
SiH0 [SPBFUT],10,20191107,205000,21905.000000
SiH0 [SPBFUT],10,20191107,210000,21041.000000
SiH0 [SPBFUT],10,20191107,211000,12410.000000
SiH0 [SPBFUT],10,20191107,212000,6380.000000
SiH0 [SPBFUT],10,20191107,213000,5453.000000
SiH0 [SPBFUT],10,20191107,214000,6718.000000
SiH0 [SPBFUT],10,20191107,215000,8265.000000
SiH0 [SPBFUT],10,20191107,220000,12462.000000
SiH0 [SPBFUT],10,20191107,221000,9232.000000
SiH0 [SPBFUT],10,20191107,222000,7952.000000
SiH0 [SPBFUT],10,20191107,223000,7036.000000
SiH0 [SPBFUT],10,20191107,224000,18968.000000
SiH0 [SPBFUT],10,20191107,225000,9200.000000
SiH0 [SPBFUT],10,20191107,230000,3835.000000
SiH0 [SPBFUT],10,20191107,231000,9981.000000
SiH0 [SPBFUT],10,20191107,232000,16875.000000
SiH0 [SPBFUT],10,20191107,233000,3446.000000
SiH0 [SPBFUT],10,20191107,234000,5782.000000
SiH0 [SPBFUT],10,20191108,100000,81936.000000
SiH0 [SPBFUT],10,20191108,101000,40632.000000
SiH0 [SPBFUT],10,20191108,102000,37621.000000
SiH0 [SPBFUT],10,20191108,103000,28670.000000
SiH0 [SPBFUT],10,20191108,104000,16874.000000
SiH0 [SPBFUT],10,20191108,105000,27692.000000
SiH0 [SPBFUT],10,20191108,110000,42978.000000
SiH0 [SPBFUT],10,20191108,111000,33059.000000
SiH0 [SPBFUT],10,20191108,112000,24942.000000
SiH0 [SPBFUT],10,20191108,113000,18778.000000
SiH0 [SPBFUT],10,20191108,114000,23698.000000
SiH0 [SPBFUT],10,20191108,115000,29630.000000
SiH0 [SPBFUT],10,20191108,120000,36802.000000
SiH0 [SPBFUT],10,20191108,121000,38635.000000
SiH0 [SPBFUT],10,20191108,122000,19521.000000
SiH0 [SPBFUT],10,20191108,123000,83734.000000
SiH0 [SPBFUT],10,20191108,124000,22405.000000
SiH0 [SPBFUT],10,20191108,125000,36485.000000
SiH0 [SPBFUT],10,20191108,130000,28609.000000
SiH0 [SPBFUT],10,20191108,131000,12258.000000
SiH0 [SPBFUT],10,20191108,132000,21005.000000
SiH0 [SPBFUT],10,20191108,133000,12658.000000
SiH0 [SPBFUT],10,20191108,134000,14795.000000
SiH0 [SPBFUT],10,20191108,135000,14263.000000
SiH0 [SPBFUT],10,20191108,140000,4983.000000
SiH0 [SPBFUT],10,20191108,141000,8569.000000
SiH0 [SPBFUT],10,20191108,142000,6333.000000
SiH0 [SPBFUT],10,20191108,143000,7753.000000
SiH0 [SPBFUT],10,20191108,144000,6062.000000
SiH0 [SPBFUT],10,20191108,145000,9845.000000
SiH0 [SPBFUT],10,20191108,150000,25827.000000
SiH0 [SPBFUT],10,20191108,151000,10255.000000
SiH0 [SPBFUT],10,20191108,152000,11583.000000
SiH0 [SPBFUT],10,20191108,153000,59152.000000
SiH0 [SPBFUT],10,20191108,154000,19186.000000
SiH0 [SPBFUT],10,20191108,155000,36869.000000
SiH0 [SPBFUT],10,20191108,160000,27503.000000
SiH0 [SPBFUT],10,20191108,161000,17352.000000
SiH0 [SPBFUT],10,20191108,162000,15565.000000
SiH0 [SPBFUT],10,20191108,163000,17984.000000
SiH0 [SPBFUT],10,20191108,164000,18944.000000
SiH0 [SPBFUT],10,20191108,165000,12608.000000
SiH0 [SPBFUT],10,20191108,170000,21512.000000
SiH0 [SPBFUT],10,20191108,171000,13046.000000
SiH0 [SPBFUT],10,20191108,172000,12492.000000
SiH0 [SPBFUT],10,20191108,173000,46376.000000
SiH0 [SPBFUT],10,20191108,174000,18488.000000
SiH0 [SPBFUT],10,20191108,175000,40722.000000
SiH0 [SPBFUT],10,20191108,180000,61777.000000
SiH0 [SPBFUT],10,20191108,181000,22906.000000
SiH0 [SPBFUT],10,20191108,182000,20557.000000
SiH0 [SPBFUT],10,20191108,183000,17196.000000
SiH0 [SPBFUT],10,20191108,184000,6023.000000
SiH0 [SPBFUT],10,20191108,190000,8691.000000
SiH0 [SPBFUT],10,20191108,191000,9600.000000
SiH0 [SPBFUT],10,20191108,192000,12833.000000
SiH0 [SPBFUT],10,20191108,193000,10536.000000
SiH0 [SPBFUT],10,20191108,194000,11625.000000
SiH0 [SPBFUT],10,20191108,195000,6992.000000
SiH0 [SPBFUT],10,20191108,200000,6139.000000
SiH0 [SPBFUT],10,20191108,201000,8654.000000
SiH0 [SPBFUT],10,20191108,202000,3384.000000
SiH0 [SPBFUT],10,20191108,203000,3262.000000
SiH0 [SPBFUT],10,20191108,204000,1671.000000
SiH0 [SPBFUT],10,20191108,205000,1962.000000
SiH0 [SPBFUT],10,20191108,210000,1196.000000
SiH0 [SPBFUT],10,20191108,211000,973.000000
SiH0 [SPBFUT],10,20191108,212000,4879.000000
SiH0 [SPBFUT],10,20191108,213000,1922.000000
SiH0 [SPBFUT],10,20191108,214000,2108.000000
SiH0 [SPBFUT],10,20191108,215000,1569.000000
SiH0 [SPBFUT],10,20191108,220000,1400.000000
SiH0 [SPBFUT],10,20191108,221000,2375.000000
SiH0 [SPBFUT],10,20191108,222000,2701.000000
SiH0 [SPBFUT],10,20191108,223000,2399.000000
SiH0 [SPBFUT],10,20191108,224000,1925.000000
SiH0 [SPBFUT],10,20191108,225000,1057.000000
SiH0 [SPBFUT],10,20191108,230000,3068.000000
SiH0 [SPBFUT],10,20191108,231000,2072.000000
SiH0 [SPBFUT],10,20191108,232000,5506.000000
SiH0 [SPBFUT],10,20191108,233000,3131.000000
SiH0 [SPBFUT],10,20191108,234000,5861.000000
SiH0 [SPBFUT],10,20191111,100000,55971.000000
SiH0 [SPBFUT],10,20191111,101000,36882.000000
SiH0 [SPBFUT],10,20191111,102000,33462.000000
SiH0 [SPBFUT],10,20191111,103000,33298.000000
SiH0 [SPBFUT],10,20191111,104000,20906.000000
SiH0 [SPBFUT],10,20191111,105000,16785.000000
SiH0 [SPBFUT],10,20191111,110000,28634.000000
SiH0 [SPBFUT],10,20191111,111000,11747.000000
SiH0 [SPBFUT],10,20191111,112000,11538.000000
SiH0 [SPBFUT],10,20191111,113000,24545.000000
SiH0 [SPBFUT],10,20191111,114000,20659.000000
SiH0 [SPBFUT],10,20191111,115000,8683.000000
SiH0 [SPBFUT],10,20191111,120000,21331.000000
